meta_doi,meta_instrument_name,scale_name,item_text,database,corpus,url
NA,Hyperacusis Questionnaire,total_scale,Has anyone you know ever told you that you tolerate noise or certain kinds of sound badly?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/hyperacusis-questionnaire-cde
NA,Hyperacusis Questionnaire,total_scale,Are you particularly sensitive to or bothered by street noise?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/hyperacusis-questionnaire-cde
NA,Hyperacusis Questionnaire,total_scale,Do noise and certain sounds cause you stress and irritation?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/hyperacusis-questionnaire-cde
NA,Hyperacusis Questionnaire,total_scale,Do you have trouble concentrating in noisy surroundings?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/hyperacusis-questionnaire-cde
NA,Hyperacusis Questionnaire,total_scale,Do noises or particular sounds bother you more in a quiet place than in a slightly noisy room?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/hyperacusis-questionnaire-cde
NA,Hyperacusis Questionnaire,total_scale,Are you less able to concentrate in noise towards the end of the day?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/hyperacusis-questionnaire-cde
NA,Drug Abuse Screening Test (DAST),total_scale,Have you ever experienced withdrawal symptoms as a result of heavy drug intake?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,The Resilience Scale,Self-Reliance,I am able to depend on myself more than anyone else.,Stress Measurement Network,larsen_corpus,NA
NA,The Resilience Scale,Existential Aloneness,I can be on my own if I have to.,Stress Measurement Network,larsen_corpus,NA
NA,Selection-Optimization-Compensation Questionnaire,total_scale,When I want to get ahead only I myself know the best way to do it,ScienceofBehaviorChange,larsen_corpus,NA
NA,Stress in Context Questionnaire,Stress in Social Relationships,"Undependable people are individuals who are important to you, but who you do not feel you can rely on for help or advice. How often do you feel that people in your life are undependable?",Stress Measurement Network,larsen_corpus,NA
NA,Selection-Optimization-Compensation Questionnaire,total_scale,When something does not work as well as before I am the one who knows what is best for me,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive Mental Health Measurement Scale,total_scale,In general I like to go off on my own without other people,ScienceofBehaviorChange,larsen_corpus,NA
NA,Life Satisfaction Index for the Third Age (LSITA) Scale,total_scale,I did it my way.,ScienceofBehaviorChange,larsen_corpus,NA
NA,NEO Personality Inventory (NEO-PI),total_scale,I really feel the need for other people if I am by myself for long.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Cohen's Social Network Index,Work Contact,How many people do you supervise?,Stress Measurement Network,larsen_corpus,NA
NA,Cohen Social Network Index,total_scale,How many people do you supervise?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Work Environment Index,total_scale,Does your supervisor at work treat you more like he or she is your boss or your partner?,ScienceofBehaviorChange,larsen_corpus,NA
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel that people are around me but not with me.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel isolated even when I am not alone.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel like a stranger to those around me.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,Revised Children's Manifest Anxiety Scale (28-item) (RCMAS),total_scale,I feel alone even when people with me,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,UCLA Loneliness Scale,Social Relationships,How often do you feel that people are around you but not with you?,Stress Measurement Network,larsen_corpus,NA
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel isolated from others.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,Integration Inventory,total_scale,I feel out of touch and isolated,ScienceofBehaviorChange,larsen_corpus,NA
NA,CASP-19 Quality of Life Scale (19-item),total_scale,I feel left out of things,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel left out.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,UCLA Loneliness Scale,Emotional Responses to Loneliness,How often do you feel isolated from others?,Stress Measurement Network,larsen_corpus,NA
NA,UCLA Loneliness Scale,Social Relationships,How often do you feel that your interests and ideas are not shared by those around you?,Stress Measurement Network,larsen_corpus,NA
NA,UCLA Loneliness Scale,Social Relationships,How often do you feel that no one really knows you well?,Stress Measurement Network,larsen_corpus,NA
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel detached from other people.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,UCLA Loneliness Scale,Emotional Responses to Loneliness,How often do you feel left out?,Stress Measurement Network,larsen_corpus,NA
NA,UCLA Loneliness Scale,Emotional Responses to Loneliness,How often do you feel alone?,Stress Measurement Network,larsen_corpus,NA
NA,PROMIS Item Bank v2.0 - Social Isolation - Short Form 8a,total_scale,I feel that people barely know me.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-social-isolation-8a-cde
NA,UCLA Loneliness Scale,Emotional Proximity to Others,How often do you feel that you are no longer close to anyone?,Stress Measurement Network,larsen_corpus,NA
NA,Strengths & Difficulties Questionnaire (25-item + 8-item Impact Supplement) (SDQ),total_scale,I am usually on my own or keep to myself,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=REACH
NA,Stress in Context Questionnaire,Stress in Social Relationships,Feeling lonely occurs when you do not feel emotionally close to other people. How often do you feel lonely?,Stress Measurement Network,larsen_corpus,NA
NA,PTSD Checklist - Civilian Version (PCL-C),total_scale,Do you feel distant or cut-off from other people?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,PTSD Checklist for DSM-5 (PCL-5),total_scale,Feeling distant or cut off from other people?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/pcl-5-cde
NA,PTSD Checklist Civilian Version,Posttraumatic stress symptoms,Feeling distant or cut off from other people?,Stress Measurement Network,larsen_corpus,NA
NA,Gratitude Questionnaire (GQ-6),total_scale,"As I get older I find myself more able to appreciate the people, events and situations that have been part of my life history.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/gq-6-cde
NA,Psychological Well Being Scale,total_scale,Do you feel able to grow and develop as a person?,ScienceofBehaviorChange,larsen_corpus,NA
NA,International Personality Item Pool (IPIP) NEO,total_scale,Do not like concerts,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,International Personality Item Pool (IPIP) NEO,total_scale,Like music.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,NEO Personality Inventory (NEO-PI),total_scale,I am sometimes completely absorbed in music I am listening to.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,NEO Personality Inventory (NEO-PI),total_scale,Certain kinds of music have an endless fascination for me.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,International Personality Item Pool (IPIP) NEO,total_scale,Do not enjoy watching dance performances.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Own-Group Conformity Pressure Scale (OGCPS),total_scale,To what degree have you felt pressured by members of your ethnic group to listen to a particular type of music?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Own-Group Conformity Pressure Scale (OGCPS),total_scale,To what degree have you felt pressured by members of your ethnic group not to listen to particular types of music?,ScienceofBehaviorChange,larsen_corpus,NA
NA,NEO Personality Inventory (NEO-PI),total_scale,Watching ballet or modern dance bores me.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Zimbardo Time Perspective Inventory,total_scale,"When listening to my favorite music, I often lose all track of time.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"How many times have you ever been arrested for drunk driving, driving while intoxicated, or driving under the influence of alcoholic beverages?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,NEO Personality Inventory (NEO-PI),total_scale,"I have many skills.
I'm a very competent person.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Maternal Post-Attachment Scale (8 selected items),total_scale,Do you feel competent and confident when you are caring for your child?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC1
NA,Maternal Post-Attachment Scale (8 selected items),total_scale,Do you feel competent and confident when you are caring for your child?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSCC1
NA,Thriving of Older People Assessment Scale Item,total_scale,I find that staff are competent.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Trauma History Questionnaire,General disaster and trauma,"Have you ever seen dead bodies (other than at a funeral) or had to handle dead bodies for any reason? (If yes, please specify below)",Stress Measurement Network,larsen_corpus,NA
NA,Trauma History Questionnaire,General disaster and trauma,"Have you ever seen someone seriously injured or killed? (If yes, please specify who below)",Stress Measurement Network,larsen_corpus,NA
NA,Brief Trauma Questionnaire,Has This Ever Happened,"Have you ever witnessed a situation in which someone was seriously injured or killed, or have you ever witnessed a situation in which you feared someone would be seriously injured or killed?",Stress Measurement Network,larsen_corpus,NA
NA,The Juvenile Victimization Questionnaire,Witnessing,"In the past year, have you been in a place in real life where you could see or hear people being shot, bombs going off, or street riots?",Stress Measurement Network,larsen_corpus,NA
NA,Life Events Checklist for DSM-5,Tramautic Exposure,"Sudden violent death (for example, homicide, suicide)",Stress Measurement Network,larsen_corpus,NA
NA,Trauma History Questionnaire,General disaster and trauma,"Have you ever had a close friend or family member murdered, or killed by a drunk driver? (If yes, please specify relationship [e.g., mother, grandson, etc.] below)",Stress Measurement Network,larsen_corpus,NA
NA,Short Warwick Edinburgh Mental Wellbeing Scale (7-item) (SWEMWBS),total_scale,I've been able to make up my own mind about things.,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=BiBBS
NA,Warwick Edinburgh Mental Wellbeing Scale (WEMWBS),total_scale,I've been able to make up my own mind about things,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=HEAF
NA,Warwick–Edinburgh Mental Wellbeing Scale (14-item) (WEMWBS),total_scale,I've been able to make up my own mind about things,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,CASP-19 Quality of Life Scale (19-item),total_scale,I feel that I can please myself what I do,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,Baratt Impulsiveness Scale,total_scale,I have 'racing' thoughts.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Measure of Pregnancy Specific Anxiety,Pregnancy Specific Anxiety,Panicky,Stress Measurement Network,larsen_corpus,NA
NA,International Personality Item Pool (IPIP) BIG5,total_scale,Feel threatened easily.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-5-cde
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered with how long it takes for the military to provide services for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered with how long my service member has to wait to obtain services.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by how much time I have to spend getting services for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with the lack of services available for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with obstacles to getting services for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated by the lack of concern the military has for my service member's needs.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by the way the staff at the military hospitals treat my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with barriers to accessing services for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with how difficult it is to access care for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by the lack of comprehensive care my service member receives.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with the barriers my service member has to access services.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated by how long it took my service member to receive a diagnosis.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by how long it takes to receive information from the military.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by the lack of individualized care my service member receives.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by the fact that my service member is treated by different medical teams.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by the inaccurate information my service member receives from his/her treatment team.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry that I have to fight to get services for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry with how getting services for my service member has disrupted my family life.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with how long it takes for the military to provide services for caregivers.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry that I have to find information about services for my service member on my own.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry about the lack of care coordination for my service member.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry with the medical care my service member receives.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated about the amount of caregiver services provided by the military.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered by the way I am treated by employees of the military.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated with the lack of communication with my service member's health care team.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry with the way my service member is treated by his/her treatment team.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am bothered that there are frequent changes to my service member's treatment team.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am angry that my service member's medical team ignores what I have to say.,PROMIS,larsen_corpus,NA
NA,TBI-CareQOL Military Health Care Frustration,total_scale,I am frustrated by the lack of communication among my service member's treatment team.,PROMIS,larsen_corpus,NA
NA,Optimal Screening for Prediction of Referral and Outcome Yellow Flag (OSPRO-YF),total_scale,My therapy no matter how I feel emotionally,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/osproyf-cde
NA,Cognitive and Affective Mindfulness Scale – Revised (CAMS-R),total_scale,I can usually describe how I feel at the moment in considerable detail.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/cams-r-cde
NA,International Personality Item Pool (IPIP) NEO,total_scale,Rarely notice my emotional reactions.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Cognitive and Affective Mindfulness Scale – Revised (CAMS-R),total_scale,It's easy for me to keep track of my thoughts and feelings.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/cams-r-cde
NA,Multidimensional Assessment of Interoceptive Awareness (MAIA),total_scale,I listen for information from my body about my emotional state.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/maia-2-cde
NA,NEO Personality Inventory (NEO-PI),total_scale,I experience a wide range of emotions or feelings.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,NEO Personality Inventory (NEO-PI),total_scale,"I often feel that I am not as good as others.
I often feel inferior to others.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Perceived Wellness Survey (PWS),total_scale,I sometimes think I am a worthless individual.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Rosenberg Self-Esteem Scale (7-items only) (RSES),total_scale,"I feel that I'm a person of worth, at least on an equal plane with others",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=CFAS_Wales
NA,Rosenberg Self-Esteem Scale (7-items only) (RSES),total_scale,At times I think I am no good at all,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=CFAS_Wales
NA,Rosenberg Self-esteem Scale (10-item) (RSE),total_scale,At times I think I am no good at all,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,Rosenberg Self-Esteem Scale (6-item) (RSE),total_scale,At times I think I am no good at all,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=MCS
NA,Perceived Wellness Survey (PWS),total_scale,There have been times when I felt inferior to most of the people I knew.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Rosenberg Self-Esteem Scale (6-item) (RSES),total_scale,I have a low opinion of myself.,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ESYTC
NA,NEO Personality Inventory (NEO-PI),total_scale,I have a low opinion of myself.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Rosenberg Self-Esteem Scale (7-items only) (RSES),total_scale,I feel that I have a number of good qualities,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=CFAS_Wales
NA,Rosenberg Self-esteem Scale (10-item) (RSE),total_scale,I feel that I have a number of good qualities,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I feel I am a complete failure as a person,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Rosenberg Self-Esteem Scale (5 selected items) (RSE),total_scale,I feel I have a number of good qualities,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=COSMO
NA,Rosenberg Self-Esteem Scale (6-item) (RSES),total_scale,I feel I have a number of good qualities.,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ESYTC
NA,Rosenberg Self-Esteem Scale (7-items only) (RSES),total_scale,"All in all, I am inclined to feel that I am a failure",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=CFAS_Wales
NA,Rosenberg Self-esteem Scale (10-item) (RSE),total_scale,All in all I am inclined to feel that I am a failure,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,Rosenberg Self-Esteem Scale (6-item) (RSE),total_scale,"All in all, I am inclined to feel that I am a failure",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=MCS
NA,NEO Personality Inventory (NEO-PI),total_scale,Sometimes I feel completely worthless.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Rosenberg Self-Esteem Scale (7-items only) (RSES),total_scale,I feel I do not have much to be proud of,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=CFAS_Wales
NA,Rosenberg Self-esteem Scale (10-item) (RSE),total_scale,I feel I do not have much to be proud of,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,Rosenberg Self-esteem Scale (10-item) (RSE),total_scale,I feel that I am a person of with at least equal with others,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I don't feel I am any worse than anybody else,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,International Personality Item Pool (IPIP) NEO,total_scale,Have a low opinion of myself.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Substance Use Risk Profile Scale (23-item) (SURPS),total_scale,I feel that I'm a failure,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Beck Depression Inventory (21-item)(BDI),total_scale,b. I feel I have failed more than the average person,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,NEO Personality Inventory (NEO-PI),total_scale,I don't seem to be completely successful at anything.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Mood And Feelings Questionnaire (34-item)(MFQ),total_scale,I thought I could never be as good as other people,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Rosenberg Self-Esteem Scale (5 selected items) (RSE),total_scale,I am a person of value,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=COSMO
NA,Beck Depression Inventory (21-item)(BDI),total_scale,a. I do not feel like a failure,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Rosenberg Self-esteem Scale (10-item) (RSE),total_scale,I certainly feel useless at times,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,Rosenberg Self-Esteem Scale (6-item) (RSE),total_scale,I certainly feel useless at times,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=MCS
NA,Center for Epidemiologic Studies Depression Scale (CES-D),total_scale,I felt that I was just as good as other people,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=NICOLA
NA,Center for Epidemiologic Studies Depression Scale (CES-D),total_scale,I felt that I was just as good as other people,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-03/cesd-cde
NA,Three Factor Eating Questionnaire,total_scale,I am always hungry so it is hard for me to stop eating before I finish the food on my plate.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,I get so hungry that my stomach often seems like a bottomless pit.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,Being with someone who is eating often makes me hungry enough to eat also.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,"When I see a real delicacy, I often get so hungry that I have to eat right away.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,"When I smell a sizzling steak or juicy piece of meat, I find it very difficult to keep from eating, even if I have just finished a meal.",ScienceofBehaviorChange,larsen_corpus,NA
NA,NEO Personality Inventory (NEO-PI),total_scale,"When I am having my favorite foods, I tend to eat too much.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Three Factor Eating Questionnaire,total_scale,I am always hungry enough to eat at any time.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when you are feeling lonely?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when somebody lets you down?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,"When I feel blue, I often overeat.",ScienceofBehaviorChange,larsen_corpus,NA
NA,International Personality Item Pool (IPIP) NEO,total_scale,Often eat too much.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when you are irritated?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when things are going against you or when things have gone wrong?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when you are disappointed?,ScienceofBehaviorChange,larsen_corpus,NA
NA,SCOFF Questionnaire,total_scale,Would you say that food dominates your life?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when you are depressed or discouraged?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,"When I feel lonely, I console myself by eating.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,I do not eat some foods because they make me fat.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Child Eating Behaviour Questionnaire (31-item)(CEBQ),total_scale,"Even when my child has just eaten well, s/he is happy to eat again if offered",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGINE-ID
NA,Emotional Eating Subscale (DEBQ-E),total_scale,"Do you get the desire to eat when you are anxious, worried or tense?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Self-Regulation Questionnaire (SSRQ),total_scale,"It's hard for me to notice when I've 'had enough' (alcohol, food, sweets).",ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,I deliberately take small helpings as a means of controlling my weight.,ScienceofBehaviorChange,larsen_corpus,NA
NA,International Personality Item Pool (IPIP) NEO,total_scale,Love to eat.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Child Eating Behaviour Questionnaire (31-item)(CEBQ),total_scale,My child eats more than usual if s/he really enjoys the taste of a food,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGINE-ID
NA,Three Factor Eating Questionnaire,total_scale,"When I feel anxious, I find myself eating.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Child Eating Behaviour Questionnaire (31-item)(CEBQ),total_scale,"If allowed to, my child would eat too much",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGINE-ID
NA,Emotional Eating Subscale (DEBQ-E),total_scale,Do you have a desire to eat when you are cross?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Three Factor Eating Questionnaire,total_scale,How would you rate your eating restriction?,ScienceofBehaviorChange,larsen_corpus,NA
