meta_doi,meta_instrument_name,scale_name,item_text,database,corpus,url
NA,Stress Overload Scale,Personal Vulnerability,"In the past week, have you felt: like you couldn't cope?",Stress Measurement Network,larsen_corpus,NA
NA,NEO Personality Inventory (NEO-PI),total_scale,I feel I am capable of coping with most of my problems.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,International Personality Item Pool (IPIP) NEO,total_scale,Know how to cope.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Professional Quality of Life Scale (Compassion Satisfaction and Compassion Fatigue Version),total_scale,I jump or am startled by unexpected sounds.,ScienceofBehaviorChange,larsen_corpus,NA
NA,PTSD Checklist for DSM-5 (PCL-5),total_scale,"In the past month, have you been bothered by and felt jumpy or easily startled?",ScienceofBehaviorChange,larsen_corpus,NA
NA,PTSD Checklist - Civilian Version (PCL-C),total_scale,"In the past month, how often have you been bothered by feeling jumpy or easily startled?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=KCLMilitary
NA,PTSD Checklist - Civilian Version (PCL-C),total_scale,Do you feel jumpy or easily startled?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Trauma Screening Questionnaire (TSQ),total_scale,"In the past week, have you experienced being jumpy or being startled at something unexpected at least twice in the past week?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=AHMS
NA,Future Time Perspective Scale (FTPS),total_scale,I have the sense that time is running out.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Integration Inventory,total_scale,I am often surprised how quickly time passes,ScienceofBehaviorChange,larsen_corpus,NA
NA,Zimbardo Time Perspective Inventory,total_scale,"Ideally, I would live each day as if it were my last.",ScienceofBehaviorChange,larsen_corpus,NA
NA,TBI-CareQOL Feelings of Loss – Self,total_scale,I get depressed when I think that I am losing my future.,PROMIS,larsen_corpus,NA
NA,Memorial University of Newfoundland (MUNSH) Scale of Happiness,total_scale,Things are getting worse as I get older,ScienceofBehaviorChange,larsen_corpus,NA
NA,HDQLIFE Chorea,total_scale,How severe was your chorea on average?,PROMIS,larsen_corpus,NA
NA,ASCQ-Me v2.0 Pain Episode Frequency and Severity Measure,total_scale,how many sickle cell pain attacks (crises) days did you have?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ascq-me-pain-episode-frequency-and-severity-cde
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I have lost more than fifteen pounds,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I have lost more than ten pounds,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I have lost more than five pounds,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,SCOFF Questionnaire,total_scale,Have you recently lost more than one stone in a 3 month period?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Beck Depression Inventory (21-item)(BDI),total_scale,"I haven't lost much weight, if any, lately",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Meaning in Life Scale,total_scale,I feel peaceful.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Meaning in Life Scale,total_scale,I have trouble feeling peace of mind.,ScienceofBehaviorChange,larsen_corpus,NA
NA,PROMIS Positive Affect Short Form,total_scale,I felt peaceful,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-positive-affect-cde
NA,Positive Mental Health Measurement Scale,total_scale,How often in the past 4 weeks have you felt peaceful?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Short Form Health Survey 12-Item (SF-12),total_scale,Have you felt calm and peaceful?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel calm and peaceful?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Short-Form Health Survey (12-item) (SF-12),total_scale,How much time during the past four weeks have you felt calm and peaceful?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC1
NA,Short-Form Health Survey (12-item) (SF-12),total_scale,How much time during the past four weeks have you felt calm and peaceful?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC2
NA,Short-Form Health Survey (12-item) (SF-12),total_scale,How much time during the past four weeks have you felt calm and peaceful?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSCC1
NA,Multidimensional Assessment of Interoceptive Awareness (MAIA),total_scale,I notice that my body feels different after a peaceful experience.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/maia-2-cde
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt calm,ScienceofBehaviorChange,larsen_corpus,NA
NA,State-Trait Anxiety Inventory (State Anxiety only) (20-item) (STAI),total_scale,"At this moment, I feel calm.",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=WCHADS
NA,Consideration of Future Consequences Scale,total_scale,I think it's important to take warnings on bad outcomes as a very weighted issue even if the bad outcome may not happen until many years later.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Consideration of Future Consequences Scale,total_scale,I think that sacrificing now is not a must because later outcomes can be dealt with at a later time.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Consideration of Future Consequences Scale,total_scale,"I only act to satisfy immediate concerns, figuring that I will take care of the future problems that may occur at later date.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Dickman Functional and Dysfunctional Impulsivity Scale,total_scale,I rarely get involved in projects without first considering the potential problems.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Multidimensional Assessment of Interoceptive Awareness (MAIA),total_scale,I ignore physical tension or discomfort until they become more severe.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/maia-2-cde
NA,Objective Scale,total_scale,What regular medication do you take each day?,ScienceofBehaviorChange,larsen_corpus,NA
NA,NEO Personality Inventory (NEO-PI),total_scale,I'm hard headed and stubborn.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,NEO Personality Inventory (NEO-PI),total_scale,I'm pretty set in my ways.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,NEO Personality Inventory (NEO-PI),total_scale,"I like the old-fashioned methods I'm used to. 
Once I find the right way to do something, I stick to it.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/neo-pi-3-cde
NA,Sense of Coherence – Orientation to Life Questionnaire,total_scale,"""One could always find a solution to painful things in life"" best describes how you see life",ScienceofBehaviorChange,larsen_corpus,NA
NA,Sense of Coherence – Orientation to Life Questionnaire,total_scale,"""There is no solution to painful things in life"" best describes how you see life",ScienceofBehaviorChange,larsen_corpus,NA
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to make sharp turns while running fast?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to make sharp turns while running fast?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to hit the backboard with a basketball from the free-throw line (13 ft/4 m)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,My drug use is causing a lot of harm.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,Sometimes I wonder if my drug use is hurting other people.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,"If I don't change my drug use soon, my problems are going to get worse.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,Sometimes I wonder if I am in control of my drug use.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Drug Abuse Screening Test (DAST),total_scale,Do you ever feel bad about your drug abuse?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Drug Abuse Screening Test (DAST),total_scale,Have you ever neglected your family or missed work because of your use of drugs?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I know that I have a drug problem.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Drug Abuse Screening Test (DAST),total_scale,Has drug abuse ever created problems between you and your spouse?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Drug Abuse Screening Test (DAST),total_scale,Have you ever been in a hospital for medical problems related to your drug use?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,SIDES Affect Dysregulation Scale,total_scale,"In the past 3 months, I had trouble controlling my feelings.",ScienceofBehaviorChange,larsen_corpus,NA
NA,SIDES Affect Dysregulation Scale,total_scale,"In the past 3 months, I have felt overwhelmed by strong feelings.",ScienceofBehaviorChange,larsen_corpus,NA
NA,SIDES Affect Dysregulation Scale,total_scale,"In the past 3 months, I have felt able to manage strong feelings.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Braiker and Kelley Marital Conflict Scale,Frustration due to Conflict,How often do you feel angry or resentful toward your spouse?,Stress Measurement Network,larsen_corpus,NA
NA,Braiker and Kelley Marital Conflict Scale,Severity of Conflict,How often do you and your spouse argue with each other?,Stress Measurement Network,larsen_corpus,NA
NA,Hassles and Uplift Scale,Hassle,Your spouse,Stress Measurement Network,larsen_corpus,NA
NA,Hassles and Uplift Scale,Uplift,Your spouse,Stress Measurement Network,larsen_corpus,NA
NA,Brief Assessment of Recovery Capital (BARC-10),total_scale,I take full responsibility for my actions.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-01/barc-10-cde
NA,Daily Stress Inventory,Stress events related to work,Performed poorly at task,Stress Measurement Network,larsen_corpus,NA
NA,Revised Prenatal Distress Questionnaire,Difficulties in Pregnancy,"...about paying for the baby's clothes, food, or medical care?",Stress Measurement Network,larsen_corpus,NA
NA,PROMIS Cognitive Function Abilities- Short Form 6a,total_scale,my memory has been as good as usual,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-ability-6a-cde
NA,PROMIS Cognitive Function Abilities- Short Form 6a,total_scale,my mind has been as sharp as usual,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-ability-6a-cde
NA,PROMIS Cognitive Function Abilities- Short Form 6a,total_scale,my thinking has been as fast as usual,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-ability-6a-cde
NA,Multidimensional Inventory of Subjective Cognitive Impairment (MISCI),total_scale,My mind has been as sharp as usual,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/misci-cde
NA,Multidimensional Inventory of Subjective Cognitive Impairment (MISCI),total_scale,I have been able to remember things as easily as usual without extra effort,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/misci-cde
NA,Multidimensional Inventory of Subjective Cognitive Impairment (MISCI),total_scale,My ability to concentrate has been good,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/misci-cde
NA,Beck Depression Inventory (21-item)(BDI),total_scale,My appetite is no worse than usual,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I can sleep as well as usual,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,PROMIS Cognitive Function Abilities- Short Form 6a,total_scale,I have been able to think clearly without extra effort,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-cognitive-function-ability-6a-cde
NA,Multidimensional Inventory of Subjective Cognitive Impairment (MISCI),total_scale,I have been able to think clearly without extra effort.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/misci-cde
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would enjoy seeing other people's smiling faces,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Hassles and Uplift Scale,Hassle,Your friend(s),Stress Measurement Network,larsen_corpus,NA
NA,Hassles and Uplift Scale,Uplift,Your friend(s),Stress Measurement Network,larsen_corpus,NA
NA,Hassles and Uplift Scale,Hassle,Your parents or parents-in-law,Stress Measurement Network,larsen_corpus,NA
NA,Hassles and Uplift Scale,Uplift,Your parents or parents-in-law,Stress Measurement Network,larsen_corpus,NA
